Student_ID,Name,Age,Gender,Level_of_Higher_Education,Faculty,Course,Languages,Religion,Interests
1708,Соловьёв Юрий Антонович,29,М,Специалитет,Факультет экономических наук,1,Английский,Православие,"Футбол, Настольные игры, Музыка"
1709,Калашникова Зинаида Ярославовна,22,Ж,Магистратура,Факультет гуманитарных наук,1,Английский,Православие,Баскетбол
1710,Головин Александр Сергеевич,29,М,Магистратура,Факультет мировой экономики и мировой политики,1,Русский,Православие,"Рисование, Шахматы, Настольный теннис"
1711,Павлов Захар Захарович,22,М,Аспирантура,Факультет социальных наук,2,"Русский, Английский",Ислам,Музыка
1712,Кириллова Венера Петровна,23,Ж,Магистратура,Факультет экономических наук,2,Русский,Буддизм,Настольный теннис
1713,Шилов Антон Федотович,28,М,Бакалавриат,Факультет социальных наук,4,Русский,Атеизм,Футбол
1714,Герасимова Надежда Кирилловна,25,Ж,Магистратура,Факультет мировой экономики и мировой политики,1,Русский,Ислам,"Волейбол, Рисование"
1715,Дроздова Дарья Геннадьевна,24,Ж,Аспирантура,Факультет гуманитарных наук,1,Русский,Буддизм,Рисование
1716,Чернов Викентий Семёнович,18,М,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",1,"Русский, Английский",Православие,Волейбол
1717,Осипов Геннадий Анатольевич,29,М,Аспирантура,Факультет компьютерных наук,1,"Русский, Английский",Православие,Футбол
1718,Мартынов Леонтий Станиславович,24,М,Бакалавриат,Факультет экономических наук,4,Русский,Буддизм,Волейбол
1719,Кожевникова Алёна Виталиевна,26,Ж,Специалитет,Факультет гуманитарных наук,5,Английский,Православие,Футбол
1720,Макарова Амелия Захаровна,20,Ж,Магистратура,Факультет гуманитарных наук,1,Русский,Православие,Баскетбол
1721,Волков Вячеслав Андреевич,30,М,Специалитет,Факультет бизнеса и менеджмента,4,Русский,Православие,Баскетбол
1722,Федосеева Таисия Юлиановна,28,Ж,Аспирантура,Факультет экономических наук,1,"Русский, Английский",Православие,"Волейбол, Настольные игры"
1723,Соловьёв Артур Саввич,18,М,Бакалавриат,Факультет права,1,Русский,Православие,"Настольные игры, Футбол, Баскетбол"
1724,Сафонова Нина Денисовна,29,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,4,"Русский, Английский",Православие,"Настольный теннис, Программирование, Шахматы"
1725,Акимова Алла Станиславовна,28,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,1,Русский,Православие,"Настольный теннис, Рисование"
1726,Карпов Родион Игнатьевич,28,М,Аспирантура,Факультет урбанистики,2,Русский,Атеизм,"Шахматы, Музыка, Волейбол"
1727,Сазонов Федот Саввич,26,М,Магистратура,Факультет права,2,Английский,Буддизм,"Настольные игры, Музыка"
1728,Миронов Тимур Вениаминович,24,М,Специалитет,Факультет урбанистики,4,"Русский, Английский",Православие,"Шахматы, Музыка, Рисование"
1729,Котова Нелли Павловна,21,Ж,Специалитет,Факультет права,5,Русский,Православие,"Программирование, Музыка, Футбол"
1730,Воронов Антон Романович,21,М,Бакалавриат,Факультет права,2,Русский,Атеизм,"Настольный теннис, Рисование, Программирование"
1731,Карпов Григорий Арсеньевич,25,М,Бакалавриат,Факультет бизнеса и менеджмента,2,Русский,Православие,Рисование
1732,Кожевников Еремей Филиппович,20,М,Специалитет,Факультет права,4,Английский,Православие,"Рисование, Шахматы, Программирование"
1733,Беляева Илона Георгиевна,20,Ж,Бакалавриат,Факультет компьютерных наук,3,"Русский, Английский",Православие,Футбол
1734,Орлова Дарья Юлиановна,27,Ж,Магистратура,Факультет бизнеса и менеджмента,1,Русский,Православие,Волейбол
1735,Чернов Владислав Романович,25,М,Аспирантура,Факультет права,1,Английский,Православие,"Волейбол, Программирование"
1736,Маслова Елена Константиновна,24,Ж,Магистратура,Факультет права,2,"Русский, Английский",Ислам,"Шахматы, Музыка, Баскетбол"
1737,Смирнов Сергей Антонович,18,М,Аспирантура,Факультет мировой экономики и мировой политики,2,"Русский, Английский",Ислам,"Шахматы, Программирование"
1738,Лебедева Алина Романовна,21,Ж,Магистратура,Факультет экономических наук,1,Английский,Атеизм,"Волейбол, Футбол"
1739,Котов Николай Васильевич,22,М,Бакалавриат,Факультет мировой экономики и мировой политики,3,Русский,Православие,Музыка
1740,Мухин Ерофей Анатольевич,25,М,Бакалавриат,Факультет математики,2,"Русский, Английский",Ислам,"Баскетбол, Настольный теннис"
1741,Сергеев Эдуард Савельевич,23,М,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",3,Русский,Буддизм,"Шахматы, Футбол, Рисование"
1742,Иванова Ксения Викторовна,20,Ж,Аспирантура,Факультет экономических наук,1,Русский,Православие,Рисование
1743,Сазонова Виолетта Родионовна,19,Ж,Специалитет,Факультет экономических наук,4,Русский,Православие,"Волейбол, Музыка, Баскетбол"
1744,Ларионова Любовь Арсеньевна,21,Ж,Магистратура,Факультет права,2,Русский,Православие,"Волейбол, Настольный теннис, Программирование"
1745,Кириллов Эдуард Иванович,27,М,Магистратура,Факультет социальных наук,2,"Китайский, Английский",Православие,Программирование
1746,Быкова Валентина Антоновна,19,Ж,Специалитет,Факультет гуманитарных наук,3,"Русский, Английский",Атеизм,"Шахматы, Баскетбол, Волейбол"
1747,Федосеев Эдуард Юлианович,27,М,Специалитет,Факультет бизнеса и менеджмента,5,"Русский, Английский",Буддизм,Настольный теннис
1748,Жуков Валентин Федосеевич,30,М,Магистратура,Факультет экономических наук,2,"Русский, Английский",Буддизм,"Футбол, Шахматы"
1749,Крылова Мария Станиславовна,24,Ж,Специалитет,Факультет компьютерных наук,4,"Русский, Английский",Ислам,"Музыка, Шахматы"
1750,Ершова Нина Павловна,21,Ж,Магистратура,Факультет математики,2,"Русский, Английский",Ислам,"Программирование, Баскетбол, Футбол"
1751,Чернов Матвей Григорьевич,29,М,Аспирантура,Факультет компьютерных наук,3,Русский,Буддизм,Музыка
1752,Федосеева Вероника Тимуровна,26,Ж,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",4,"Китайский, Английский",Ислам,"Футбол, Шахматы"
1753,Крылов Федор Васильевич,23,М,Магистратура,Факультет компьютерных наук,2,"Китайский, Английский",Православие,Волейбол
1754,Титов Матвей Константинович,30,М,Специалитет,Факультет социальных наук,4,"Русский, Английский",Атеизм,"Программирование, Настольные игры"
1755,Федосеев Иван Тимурович,29,М,Магистратура,Факультет экономических наук,2,Английский,Атеизм,Волейбол
1756,Кузнецова Виктория Артемовна,24,Ж,Аспирантура,Факультет мировой экономики и мировой политики,2,Русский,Православие,"Музыка, Волейбол, Настольные игры"
1757,Маслова Рита Андреевна,26,Ж,Специалитет,Факультет мировой экономики и мировой политики,5,"Русский, Английский",Православие,"Музыка, Баскетбол"
1758,Чернышев Вениамин Валентинович,20,М,Бакалавриат,Факультет экономических наук,2,Русский,Ислам,"Настольный теннис, Музыка, Настольные игры"
1759,Воронов Силантий Михайлович,23,М,Магистратура,Факультет бизнеса и менеджмента,2,Английский,Православие,"Шахматы, Настольные игры, Волейбол"
1760,Гордеев Андрей Глебович,24,М,Бакалавриат,Факультет мировой экономики и мировой политики,1,"Русский, Английский",Атеизм,"Баскетбол, Волейбол, Рисование"
1761,Александров Варлам Ратмирович,24,М,Специалитет,Факультет гуманитарных наук,1,"Русский, Английский",Православие,"Шахматы, Баскетбол, Программирование"
1762,Игнатьев Вениамин Ратмирович,25,М,Магистратура,Факультет социальных наук,2,Русский,Буддизм,"Футбол, Рисование"
1763,Прохорова Наталья Леонидовна,28,Ж,Аспирантура,Факультет урбанистики,2,Английский,Православие,"Настольный теннис, Футбол"
1764,Ларионова Евдокия Филипповна,24,Ж,Аспирантура,Факультет урбанистики,3,Английский,Ислам,Настольный теннис
1765,Кузнецова Августа Никитична,21,Ж,Магистратура,Факультет экономических наук,1,Русский,Атеизм,"Волейбол, Программирование"
1766,Ефремов Егорий Вячеславович,23,М,Аспирантура,Факультет социальных наук,1,Русский,Православие,"Настольный теннис, Баскетбол, Футбол"
1767,Калашникова Дарья Владимировна,30,Ж,Бакалавриат,Факультет бизнеса и менеджмента,2,"Русский, Английский",Буддизм,Программирование
1768,Чернов Тихон Вячеславович,18,М,Специалитет,Факультет права,4,Английский,Ислам,"Программирование, Настольные игры, Футбол"
1769,Ковалева Алла Леонтьевна,29,Ж,Специалитет,Факультет экономических наук,5,Русский,Православие,"Шахматы, Настольный теннис"
1770,Николаев Геннадий Георгиевич,25,М,Бакалавриат,Факультет урбанистики,1,"Русский, Английский",Атеизм,Рисование
1771,Григорьева Лидия Борисовна,19,Ж,Специалитет,Факультет социальных наук,5,Русский,Атеизм,"Рисование, Программирование"
1772,Беляков Тимофей Станиславович,25,М,Специалитет,Факультет социальных наук,1,"Русский, Английский",Буддизм,"Программирование, Музыка, Настольные игры"
1773,Петрова Ксения Ратмировна,30,Ж,Бакалавриат,Факультет социальных наук,2,Русский,Буддизм,"Футбол, Настольный теннис"
1774,Ефремова Пелагея Антоновна,23,Ж,Специалитет,Факультет бизнеса и менеджмента,1,"Китайский, Английский",Православие,Музыка
1775,Чернова Дарья Георгиевна,26,Ж,Специалитет,Факультет мировой экономики и мировой политики,2,Английский,Атеизм,"Настольные игры, Настольный теннис"
1776,Сафонов Денис Дмитриевич,25,М,Бакалавриат,Факультет математики,4,Английский,Атеизм,"Футбол, Баскетбол"
1777,Виноградов Яков Никитич,19,М,Магистратура,Факультет экономических наук,2,Русский,Атеизм,"Шахматы, Футбол"
1778,Борисова Маргарита Анатольевна,29,Ж,Аспирантура,Факультет математики,2,Русский,Православие,"Музыка, Футбол"
1779,Шубин Тимофей Глебович,28,М,Аспирантура,Факультет математики,2,"Русский, Английский",Православие,Настольный теннис
1780,Быкова Нина Родионовна,20,Ж,Магистратура,Факультет математики,2,Английский,Православие,"Футбол, Музыка"
1781,Архипов Петр Дмитриевич,20,М,Аспирантура,Факультет урбанистики,3,Русский,Православие,Футбол
1782,Кузнецова Анфиса Варламовна,22,Ж,Аспирантура,Факультет гуманитарных наук,2,Английский,Православие,"Программирование, Настольный теннис, Шахматы"
1783,Михайлов Антон Владимирович,20,М,Специалитет,Факультет экономических наук,4,Русский,Атеизм,"Музыка, Волейбол, Настольные игры"
1784,Игнатьев Денис Артёмович,25,М,Аспирантура,Факультет гуманитарных наук,3,Русский,Православие,Рисование
1785,Ефремов Николай Артёмович,20,М,Специалитет,Факультет социальных наук,2,"Русский, Английский",Атеизм,"Настольные игры, Настольный теннис, Футбол"
1786,Сазонов Артем Владимирович,24,М,Аспирантура,Факультет права,3,"Русский, Английский",Православие,"Музыка, Волейбол, Настольные игры"
1787,Павлова Венера Кирилловна,25,Ж,Специалитет,Факультет социальных наук,1,Русский,Православие,Волейбол
1788,Шубина Полина Аркадьевна,20,Ж,Бакалавриат,Факультет экономических наук,4,Английский,Буддизм,"Баскетбол, Футбол"
1789,Ершова Ольга Леонтьевна,28,Ж,Специалитет,Факультет математики,5,Английский,Православие,Рисование
1790,Сергеев Никита Тимофеевич,18,М,Магистратура,"Факультет коммуникаций, медиа и дизайна",1,"Русский, Английский",Ислам,Шахматы
1791,Петухова Тамара Евграфовна,30,Ж,Магистратура,Факультет мировой экономики и мировой политики,2,Русский,Православие,"Баскетбол, Настольный теннис"
1792,Карпова Диана Трофимовна,22,Ж,Аспирантура,Факультет математики,1,"Русский, Английский",Ислам,"Музыка, Рисование"
1793,Быков Петр Олегович,18,М,Аспирантура,Факультет экономических наук,3,Русский,Православие,Музыка
1794,Сафонова Надежда Данииловна,21,Ж,Магистратура,Факультет гуманитарных наук,1,"Русский, Английский",Православие,"Музыка, Программирование, Волейбол"
1795,Ершова Анастасия Александровна,30,Ж,Аспирантура,Факультет социальных наук,3,Русский,Православие,Шахматы
1796,Капустина Эльвира Григорьевна,19,Ж,Аспирантура,Факультет экономических наук,1,Русский,Православие,"Настольный теннис, Программирование, Настольные игры"
1797,Капустина Таисия Михайловна,27,Ж,Бакалавриат,Факультет бизнеса и менеджмента,4,"Русский, Английский",Православие,Рисование
1798,Быкова Лилия Адамовна,22,Ж,Бакалавриат,Факультет гуманитарных наук,1,"Русский, Английский",Православие,Волейбол
1799,Шубин Константин Юлианович,30,М,Специалитет,Факультет урбанистики,5,"Русский, Английский",Атеизм,"Программирование, Рисование, Настольные игры"
1800,Лазарев Аркадий Дмитриевич,19,М,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",4,Русский,Атеизм,"Настольный теннис, Рисование"
1801,Кириллова София Павловна,18,Ж,Магистратура,Факультет социальных наук,2,"Русский, Английский",Ислам,"Музыка, Баскетбол"
1802,Сазонова Светлана Арсеньевна,29,Ж,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",3,Русский,Православие,"Настольные игры, Настольный теннис"
1803,Осипова Надежда Эдуардовна,29,Ж,Магистратура,Факультет урбанистики,2,Русский,Ислам,Шахматы
1804,Дроздов Николай Тимурович,23,М,Аспирантура,Факультет социальных наук,3,Английский,Православие,"Программирование, Баскетбол, Музыка"
1805,Прохоров Елисей Григорьевич,28,М,Магистратура,Факультет социальных наук,2,Русский,Православие,Футбол
1806,Ефремов Ефим Тихонович,27,М,Специалитет,Факультет математики,5,"Русский, Английский",Православие,"Шахматы, Настольный теннис"
1807,Акимова Дарина Арсеньевна,25,Ж,Специалитет,Факультет математики,2,"Русский, Английский",Православие,"Шахматы, Настольные игры"
1808,Соловьёв Егорий Евграфович,18,М,Специалитет,"Факультет коммуникаций, медиа и дизайна",3,"Русский, Английский",Буддизм,"Шахматы, Волейбол"
1809,Александров Силантий Еремеевич,24,М,Аспирантура,Факультет социальных наук,1,"Китайский, Английский",Атеизм,Рисование
1810,Соловьёв Ефим Валерьевич,18,М,Бакалавриат,Факультет гуманитарных наук,2,"Русский, Английский",Православие,"Рисование, Настольный теннис, Программирование"
1811,Федосеев Юлиан Сергеевич,23,М,Аспирантура,Факультет математики,1,Русский,Буддизм,Шахматы
1812,Назаров Евсей Александрович,22,М,Аспирантура,Факультет бизнеса и менеджмента,1,Английский,Православие,Волейбол
1813,Орлова Наталья Никитична,20,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,4,Английский,Православие,"Волейбол, Музыка, Настольные игры"
1814,Капустина Диана Виталиевна,23,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,3,Английский,Православие,"Настольные игры, Музыка"
1815,Орлова Зоя Леонидовна,21,Ж,Аспирантура,Факультет математики,3,Русский,Атеизм,"Рисование, Настольные игры"
1816,Панкратова Снежана Георгиевна,21,Ж,Специалитет,Факультет социальных наук,3,Английский,Буддизм,"Музыка, Шахматы"
1817,Дмитриев Филипп Кириллович,29,М,Бакалавриат,Факультет социальных наук,4,Английский,Атеизм,"Программирование, Волейбол"
1818,Мартынов Аким Родионович,25,М,Специалитет,Факультет бизнеса и менеджмента,3,"Русский, Английский",Ислам,"Программирование, Шахматы"
1819,Виноградов Адам Анатольевич,25,М,Специалитет,Факультет социальных наук,2,Русский,Православие,"Футбол, Баскетбол, Музыка"
1820,Морозов Константин Петрович,21,М,Магистратура,Факультет мировой экономики и мировой политики,2,"Русский, Английский",Православие,"Музыка, Настольный теннис, Волейбол"
1821,Шубина Илона Александровна,19,Ж,Специалитет,Факультет компьютерных наук,5,Английский,Атеизм,Шахматы
1822,Чернов Игнат Петрович,23,М,Аспирантура,Факультет экономических наук,3,"Русский, Английский",Православие,Футбол
1823,Чернов Георгий Александрович,29,М,Аспирантура,Факультет математики,3,Русский,Атеизм,Программирование
1824,Мухин Артем Евграфович,22,М,Бакалавриат,Факультет мировой экономики и мировой политики,1,Русский,Атеизм,Настольный теннис
1825,Ефремова Дарина Александровна,26,Ж,Бакалавриат,Факультет экономических наук,1,"Русский, Английский",Православие,"Музыка, Программирование, Волейбол"
1826,Беликов Аким Валентинович,28,М,Бакалавриат,Факультет права,2,Русский,Православие,Шахматы
1827,Панкратов Захар Юлианович,22,М,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",3,Английский,Атеизм,"Баскетбол, Настольные игры"
1828,Назарова Марианна Федоровна,27,Ж,Аспирантура,Факультет социальных наук,2,"Русский, Английский",Атеизм,"Рисование, Баскетбол"
1829,Калашников Артем Артемович,27,М,Аспирантура,Факультет права,2,Русский,Православие,Шахматы
1830,Панкратова Рита Вениаминовна,20,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,1,"Русский, Английский",Православие,"Настольные игры, Баскетбол"
1831,Чернышева Кристина Олеговна,18,Ж,Специалитет,Факультет бизнеса и менеджмента,5,Английский,Православие,Настольный теннис
1832,Соколов Кирилл Тихонович,28,М,Специалитет,Факультет экономических наук,3,Русский,Атеизм,Программирование
1833,Князев Эдуард Станиславович,25,М,Специалитет,"Факультет коммуникаций, медиа и дизайна",3,"Русский, Английский",Православие,"Настольные игры, Баскетбол"
1834,Прохоров Агей Тарасович,22,М,Бакалавриат,Факультет урбанистики,2,Английский,Православие,"Волейбол, Настольный теннис, Программирование"
1835,Волков Анатолий Вениаминович,19,М,Аспирантура,Факультет права,3,"Русский, Английский",Атеизм,"Программирование, Волейбол, Шахматы"
1836,Кузнецов Эдуард Родионович,19,М,Специалитет,Факультет гуманитарных наук,4,"Русский, Английский",Атеизм,"Настольные игры, Настольный теннис, Программирование"
1837,Киселева Юлия Игнатьевна,27,Ж,Бакалавриат,Факультет компьютерных наук,1,Английский,Православие,"Музыка, Настольные игры, Программирование"
1838,Ушаков Арсений Борисович,22,М,Аспирантура,Факультет права,1,Английский,Православие,Программирование
1839,Титова Лариса Павловна,23,Ж,Бакалавриат,Факультет бизнеса и менеджмента,2,Английский,Ислам,"Программирование, Настольные игры"
1840,Котов Агей Арсеньевич,25,М,Аспирантура,Факультет компьютерных наук,1,Русский,Атеизм,"Рисование, Волейбол, Шахматы"
1841,Шестаков Дмитрий Аркадьевич,21,М,Бакалавриат,Факультет права,2,Русский,Православие,"Рисование, Баскетбол"
1842,Герасимова Лариса Никитична,25,Ж,Бакалавриат,Факультет математики,3,"Русский, Английский",Православие,Баскетбол
1843,Назарова Валерия Евграфовна,23,Ж,Бакалавриат,Факультет компьютерных наук,1,Русский,Православие,"Музыка, Футбол"
1844,Шилов Феликс Дмитриевич,22,М,Аспирантура,"Факультет коммуникаций, медиа и дизайна",2,Английский,Православие,Волейбол
1845,Шестакова Таисия Борисовна,25,Ж,Аспирантура,Факультет математики,3,"Русский, Английский",Буддизм,Музыка
1846,Шестакова Кристина Дмитриевна,27,Ж,Специалитет,Факультет компьютерных наук,2,Русский,Ислам,Настольный теннис
1847,Сергеев Григорий Виталиевич,21,М,Аспирантура,Факультет права,1,Русский,Православие,Программирование
1848,Игнатьева Карина Виталиевна,22,Ж,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",3,Русский,Атеизм,Программирование
1849,Котова Дарина Ратмировна,24,Ж,Аспирантура,Факультет урбанистики,1,Английский,Буддизм,Музыка
1850,Орлов Арсений Ярославович,29,М,Магистратура,Факультет социальных наук,2,Английский,Ислам,"Футбол, Шахматы, Баскетбол"
1851,Михайлова Арья Виталиевна,20,Ж,Специалитет,Факультет мировой экономики и мировой политики,4,Русский,Атеизм,"Футбол, Волейбол, Программирование"
1852,Семенов Кирилл Федорович,27,М,Бакалавриат,Факультет гуманитарных наук,4,Английский,Атеизм,"Настольные игры, Программирование, Баскетбол"
1853,Федосеева Алина Романовна,24,Ж,Аспирантура,Факультет компьютерных наук,1,Русский,Буддизм,"Программирование, Шахматы"
1854,Полякова Ярослава Борисовна,21,Ж,Аспирантура,Факультет гуманитарных наук,1,"Русский, Английский",Православие,Баскетбол
1855,Беляев Вениамин Ярославович,29,М,Специалитет,Факультет математики,5,"Русский, Английский",Православие,"Футбол, Волейбол"
1856,Смирнова Арья Петровна,25,Ж,Аспирантура,Факультет урбанистики,3,"Русский, Английский",Атеизм,"Настольный теннис, Музыка"
1857,Ершов Артур Тарасович,19,М,Специалитет,"Факультет коммуникаций, медиа и дизайна",2,Русский,Православие,"Баскетбол, Рисование"
1858,Макарова Тамара Кондратьевна,18,Ж,Аспирантура,"Факультет коммуникаций, медиа и дизайна",1,Русский,Буддизм,Настольные игры
1859,Захаров Руслан Игнатьевич,19,М,Магистратура,"Факультет коммуникаций, медиа и дизайна",2,Русский,Православие,"Музыка, Футбол, Настольные игры"
1860,Петрова Марианна Артемовна,27,Ж,Специалитет,Факультет урбанистики,4,"Китайский, Английский",Православие,"Шахматы, Футбол, Волейбол"
1861,Ковалева Марта Романовна,28,Ж,Аспирантура,Факультет права,3,"Русский, Английский",Православие,"Шахматы, Футбол, Программирование"
1862,Григорьев Валерий Денисович,19,М,Бакалавриат,Факультет мировой экономики и мировой политики,1,Английский,Православие,"Программирование, Рисование, Настольный теннис"
1863,Тарасов Савва Кондратьевич,26,М,Аспирантура,Факультет гуманитарных наук,1,"Русский, Английский",Ислам,"Волейбол, Шахматы"
1864,Панкратов Юрий Викторович,24,М,Магистратура,Факультет права,2,Английский,Православие,"Баскетбол, Шахматы, Программирование"
1865,Котов Даниил Евгеньевич,20,М,Бакалавриат,Факультет мировой экономики и мировой политики,2,"Русский, Английский",Атеизм,"Рисование, Настольные игры"
1866,Виноградова Василиса Станиславовна,24,Ж,Аспирантура,Факультет урбанистики,3,"Китайский, Английский",Буддизм,"Шахматы, Программирование, Настольные игры"
1867,Беляева Эвелина Кирилловна,24,Ж,Специалитет,Факультет урбанистики,3,Русский,Атеизм,"Шахматы, Футбол, Волейбол"
1868,Князева Элеонора Саввична,20,Ж,Аспирантура,Факультет компьютерных наук,1,Русский,Православие,"Настольные игры, Музыка"
1869,Головина Олеся Тихоновна,18,Ж,Аспирантура,Факультет математики,3,Английский,Православие,"Музыка, Настольный теннис"
1870,Новиков Алексей Федотович,20,М,Аспирантура,Факультет компьютерных наук,3,Английский,Буддизм,"Программирование, Настольный теннис, Волейбол"
1871,Голубев Алексей Семёнович,28,М,Аспирантура,Факультет компьютерных наук,3,"Русский, Английский",Православие,Настольные игры
1872,Горшков Максим Савельевич,25,М,Бакалавриат,Факультет бизнеса и менеджмента,4,"Русский, Английский",Православие,"Музыка, Рисование"
1873,Мартынова Любовь Вячеславовна,27,Ж,Специалитет,"Факультет коммуникаций, медиа и дизайна",2,Русский,Православие,"Рисование, Настольный теннис, Программирование"
1874,Быков Юрий Еремеевич,26,М,Аспирантура,Факультет мировой экономики и мировой политики,3,Английский,Атеизм,"Шахматы, Настольный теннис, Футбол"
1875,Трофимов Юлиан Артёмович,22,М,Магистратура,"Факультет коммуникаций, медиа и дизайна",2,Русский,Буддизм,Шахматы
1876,Титов Андрей Филиппович,29,М,Специалитет,"Факультет коммуникаций, медиа и дизайна",2,Русский,Буддизм,Рисование
1877,Богданов Кирилл Адамович,26,М,Специалитет,Факультет урбанистики,5,Русский,Ислам,"Футбол, Настольный теннис"
1878,Чернов Юлиан Евгеньевич,20,М,Специалитет,Факультет мировой экономики и мировой политики,4,Русский,Буддизм,"Музыка, Шахматы"
1879,Григорьева Анна Трофимовна,20,Ж,Аспирантура,Факультет урбанистики,3,"Русский, Английский",Православие,"Футбол, Настольные игры, Музыка"
1880,Игнатьев Григорий Леонидович,18,М,Аспирантура,Факультет социальных наук,2,"Китайский, Английский",Ислам,Настольные игры
1881,Лебедев Григорий Ярославович,18,М,Бакалавриат,Факультет урбанистики,3,Английский,Буддизм,"Настольные игры, Футбол, Настольный теннис"
1882,Овчинникова Пелагея Николаевна,29,Ж,Бакалавриат,Факультет урбанистики,1,Русский,Ислам,"Шахматы, Настольные игры, Настольный теннис"
1883,Киселева Виктория Дмитриевна,22,Ж,Специалитет,Факультет урбанистики,4,Английский,Ислам,"Рисование, Музыка, Настольный теннис"
1884,Богданова Надежда Юрьевна,22,Ж,Магистратура,Факультет компьютерных наук,1,Русский,Православие,"Настольный теннис, Волейбол, Программирование"
1885,Миронов Эраст Никитич,20,М,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",2,Русский,Ислам,Волейбол
1886,Быков Антон Иванович,29,М,Аспирантура,Факультет компьютерных наук,2,"Русский, Английский",Православие,"Настольный теннис, Шахматы"
1887,Павлова Эмилия Николаевна,30,Ж,Аспирантура,Факультет гуманитарных наук,1,"Русский, Английский",Атеизм,"Шахматы, Музыка, Настольный теннис"
1888,Калашников Дмитрий Матвеевич,21,М,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",1,Английский,Православие,"Баскетбол, Волейбол, Футбол"
1889,Беликова Клара Семёновна,27,Ж,Магистратура,Факультет математики,2,"Китайский, Английский",Атеизм,"Баскетбол, Настольный теннис, Волейбол"
1890,Ефремов Август Никитич,25,М,Бакалавриат,Факультет бизнеса и менеджмента,3,"Русский, Английский",Православие,Шахматы
1891,Тарасов Анатолий Юлианович,28,М,Аспирантура,Факультет мировой экономики и мировой политики,3,"Русский, Английский",Православие,Программирование
1892,Васильева Милана Олеговна,25,Ж,Аспирантура,Факультет права,2,"Русский, Английский",Атеизм,"Настольный теннис, Шахматы, Музыка"
1893,Сазонова Ярослава Станиславовна,21,Ж,Специалитет,Факультет мировой экономики и мировой политики,1,Русский,Атеизм,"Баскетбол, Музыка, Рисование"
1894,Сафонов Викентий Тимофеевич,20,М,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",1,"Китайский, Английский",Ислам,"Настольный теннис, Шахматы, Программирование"
1895,Федотов Роман Арсеньевич,18,М,Специалитет,"Факультет коммуникаций, медиа и дизайна",2,Русский,Ислам,"Настольный теннис, Шахматы"
1896,Маслов Глеб Тимурович,26,М,Специалитет,Факультет гуманитарных наук,4,Русский,Православие,"Настольные игры, Шахматы, Волейбол"
1897,Сидорова Виктория Родионовна,26,Ж,Бакалавриат,Факультет математики,3,Русский,Православие,"Программирование, Настольные игры"
1898,Зуев Клим Георгиевич,18,М,Специалитет,Факультет бизнеса и менеджмента,4,Русский,Буддизм,"Музыка, Программирование"
1899,Дмитриев Владимир Савельевич,27,М,Специалитет,Факультет урбанистики,5,Русский,Атеизм,"Настольный теннис, Шахматы"
1900,Маслов Николай Кондратьевич,24,М,Магистратура,Факультет бизнеса и менеджмента,2,Русский,Атеизм,"Настольный теннис, Волейбол, Шахматы"
1901,Сафонов Михаил Геннадьевич,22,М,Магистратура,Факультет мировой экономики и мировой политики,1,Русский,Православие,Футбол
1902,Морозов Антон Андреевич,21,М,Специалитет,Факультет экономических наук,5,Русский,Атеизм,Футбол
1903,Осипов Модест Олегович,20,М,Аспирантура,"Факультет коммуникаций, медиа и дизайна",2,"Русский, Английский",Атеизм,Шахматы
