Student_ID,Name,Age,Gender,Level_of_Higher_Education,Faculty,Course
1679,Сафонова Алёна Семёновна,28,Ж,Специалитет,Факультет бизнеса и менеджмента,2
1680,Ершов Георгий Федосеевич,28,М,Магистратура,Факультет экономических наук,2
1681,Белякова Ксения Аркадьевна,21,Ж,Специалитет,Факультет мировой экономики и мировой политики,1
1682,Борисова Анжелика Леонидовна,22,Ж,Бакалавриат,Факультет гуманитарных наук,1
1683,Чернова Ия Станиславовна,23,Ж,Аспирантура,"Факультет коммуникаций, медиа и дизайна",2
1684,Мартынов Модест Даниилович,26,М,Бакалавриат,Факультет мировой экономики и мировой политики,3
1685,Александров Илья Леонтьевич,22,М,Магистратура,"Факультет коммуникаций, медиа и дизайна",1
1686,Воронов Ратмир Никитич,22,М,Бакалавриат,Факультет математики,1
1687,Трофимова Агния Дмитриевна,22,Ж,Магистратура,Факультет права,1
1688,Егорова Пелагея Петровна,20,Ж,Бакалавриат,Факультет бизнеса и менеджмента,4
1689,Маслова Виолетта Юлиановна,30,Ж,Аспирантура,Факультет права,2
1690,Князев Олег Николаевич,19,М,Магистратура,Факультет математики,2
1691,Игнатьева Тамара Александровна,20,Ж,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",3
1692,Беляков Федор Ратмирович,27,М,Аспирантура,Факультет права,2
1693,Тимофеева Агата Олеговна,25,Ж,Магистратура,Факультет бизнеса и менеджмента,2
1694,Крылова Алиса Тихоновна,21,Ж,Магистратура,Факультет мировой экономики и мировой политики,2
1695,Кузнецов Савва Захарович,26,М,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",4
1696,Беляева Алина Эдуардовна,19,Ж,Магистратура,"Факультет коммуникаций, медиа и дизайна",2
1697,Шубина Елена Арсеньевна,19,Ж,Специалитет,Факультет гуманитарных наук,1
1698,Петухов Константин Виталиевич,21,М,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",3
1699,Макарова Ирина Никитична,18,Ж,Специалитет,Факультет урбанистики,3
1700,Шубина Венера Денисовна,25,Ж,Специалитет,Факультет математики,5
1701,Васильева Августа Кондратьевна,23,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,2
1702,Зуев Олег Артёмович,24,М,Магистратура,Факультет социальных наук,1
1703,Кожевников Константин Станиславович,21,М,Аспирантура,Факультет мировой экономики и мировой политики,3
1704,Ушакова Лариса Васильевна,30,Ж,Магистратура,Факультет мировой экономики и мировой политики,2
1705,Борисов Силантий Федосеевич,28,М,Аспирантура,"Факультет коммуникаций, медиа и дизайна",2
1706,Семенова Варвара Евграфовна,19,Ж,Аспирантура,Факультет математики,2
1707,Кузнецова Эмилия Никитична,21,Ж,Магистратура,Факультет социальных наук,1
1708,Соловьёв Юрий Антонович,29,М,Специалитет,Факультет экономических наук,1
1709,Калашникова Зинаида Ярославовна,22,Ж,Магистратура,Факультет гуманитарных наук,1
1710,Головин Александр Сергеевич,29,М,Магистратура,Факультет мировой экономики и мировой политики,1
1711,Павлов Захар Захарович,22,М,Аспирантура,Факультет социальных наук,2
1712,Кириллова Венера Петровна,23,Ж,Магистратура,Факультет экономических наук,2
1713,Шилов Антон Федотович,28,М,Бакалавриат,Факультет социальных наук,4
1714,Герасимова Надежда Кирилловна,25,Ж,Магистратура,Факультет мировой экономики и мировой политики,1
1715,Дроздова Дарья Геннадьевна,24,Ж,Аспирантура,Факультет гуманитарных наук,1
1716,Чернов Викентий Семёнович,18,М,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",1
1717,Осипов Геннадий Анатольевич,29,М,Аспирантура,Факультет компьютерных наук,1
1718,Мартынов Леонтий Станиславович,24,М,Бакалавриат,Факультет экономических наук,4
1719,Кожевникова Алёна Виталиевна,26,Ж,Специалитет,Факультет гуманитарных наук,5
1720,Макарова Амелия Захаровна,20,Ж,Магистратура,Факультет гуманитарных наук,1
1721,Волков Вячеслав Андреевич,30,М,Специалитет,Факультет бизнеса и менеджмента,4
1722,Федосеева Таисия Юлиановна,28,Ж,Аспирантура,Факультет экономических наук,1
1723,Соловьёв Артур Саввич,18,М,Бакалавриат,Факультет права,1
1724,Сафонова Нина Денисовна,29,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,4
1725,Акимова Алла Станиславовна,28,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,1
1726,Карпов Родион Игнатьевич,28,М,Аспирантура,Факультет урбанистики,2
1727,Сазонов Федот Саввич,26,М,Магистратура,Факультет права,2
1728,Миронов Тимур Вениаминович,24,М,Специалитет,Факультет урбанистики,4
1729,Котова Нелли Павловна,21,Ж,Специалитет,Факультет права,5
1730,Воронов Антон Романович,21,М,Бакалавриат,Факультет права,2
1731,Карпов Григорий Арсеньевич,25,М,Бакалавриат,Факультет бизнеса и менеджмента,2
1732,Кожевников Еремей Филиппович,20,М,Специалитет,Факультет права,4
1733,Беляева Илона Георгиевна,20,Ж,Бакалавриат,Факультет компьютерных наук,3
1734,Орлова Дарья Юлиановна,27,Ж,Магистратура,Факультет бизнеса и менеджмента,1
1735,Чернов Владислав Романович,25,М,Аспирантура,Факультет права,1
1736,Маслова Елена Константиновна,24,Ж,Магистратура,Факультет права,2
1737,Смирнов Сергей Антонович,18,М,Аспирантура,Факультет мировой экономики и мировой политики,2
1738,Лебедева Алина Романовна,21,Ж,Магистратура,Факультет экономических наук,1
1739,Котов Николай Васильевич,22,М,Бакалавриат,Факультет мировой экономики и мировой политики,3
1740,Мухин Ерофей Анатольевич,25,М,Бакалавриат,Факультет математики,2
1741,Сергеев Эдуард Савельевич,23,М,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",3
1742,Иванова Ксения Викторовна,20,Ж,Аспирантура,Факультет экономических наук,1
1743,Сазонова Виолетта Родионовна,19,Ж,Специалитет,Факультет экономических наук,4
1744,Ларионова Любовь Арсеньевна,21,Ж,Магистратура,Факультет права,2
1745,Кириллов Эдуард Иванович,27,М,Магистратура,Факультет социальных наук,2
1746,Быкова Валентина Антоновна,19,Ж,Специалитет,Факультет гуманитарных наук,3
1747,Федосеев Эдуард Юлианович,27,М,Специалитет,Факультет бизнеса и менеджмента,5
1748,Жуков Валентин Федосеевич,30,М,Магистратура,Факультет экономических наук,2
1749,Крылова Мария Станиславовна,24,Ж,Специалитет,Факультет компьютерных наук,4
1750,Ершова Нина Павловна,21,Ж,Магистратура,Факультет математики,2
1751,Чернов Матвей Григорьевич,29,М,Аспирантура,Факультет компьютерных наук,3
1752,Федосеева Вероника Тимуровна,26,Ж,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",4
1753,Крылов Федор Васильевич,23,М,Магистратура,Факультет компьютерных наук,2
1754,Титов Матвей Константинович,30,М,Специалитет,Факультет социальных наук,4
1755,Федосеев Иван Тимурович,29,М,Магистратура,Факультет экономических наук,2
1756,Кузнецова Виктория Артемовна,24,Ж,Аспирантура,Факультет мировой экономики и мировой политики,2
1757,Маслова Рита Андреевна,26,Ж,Специалитет,Факультет мировой экономики и мировой политики,5
1758,Чернышев Вениамин Валентинович,20,М,Бакалавриат,Факультет экономических наук,2
1759,Воронов Силантий Михайлович,23,М,Магистратура,Факультет бизнеса и менеджмента,2
1760,Гордеев Андрей Глебович,24,М,Бакалавриат,Факультет мировой экономики и мировой политики,1
1761,Александров Варлам Ратмирович,24,М,Специалитет,Факультет гуманитарных наук,1
1762,Игнатьев Вениамин Ратмирович,25,М,Магистратура,Факультет социальных наук,2
1763,Прохорова Наталья Леонидовна,28,Ж,Аспирантура,Факультет урбанистики,2
1764,Ларионова Евдокия Филипповна,24,Ж,Аспирантура,Факультет урбанистики,3
1765,Кузнецова Августа Никитична,21,Ж,Магистратура,Факультет экономических наук,1
1766,Ефремов Егорий Вячеславович,23,М,Аспирантура,Факультет социальных наук,1
1767,Калашникова Дарья Владимировна,30,Ж,Бакалавриат,Факультет бизнеса и менеджмента,2
1768,Чернов Тихон Вячеславович,18,М,Специалитет,Факультет права,4
1769,Ковалева Алла Леонтьевна,29,Ж,Специалитет,Факультет экономических наук,5
1770,Николаев Геннадий Георгиевич,25,М,Бакалавриат,Факультет урбанистики,1
1771,Григорьева Лидия Борисовна,19,Ж,Специалитет,Факультет социальных наук,5
1772,Беляков Тимофей Станиславович,25,М,Специалитет,Факультет социальных наук,1
1773,Петрова Ксения Ратмировна,30,Ж,Бакалавриат,Факультет социальных наук,2
1774,Ефремова Пелагея Антоновна,23,Ж,Специалитет,Факультет бизнеса и менеджмента,1
1775,Чернова Дарья Георгиевна,26,Ж,Специалитет,Факультет мировой экономики и мировой политики,2
1776,Сафонов Денис Дмитриевич,25,М,Бакалавриат,Факультет математики,4
1777,Виноградов Яков Никитич,19,М,Магистратура,Факультет экономических наук,2
1778,Борисова Маргарита Анатольевна,29,Ж,Аспирантура,Факультет математики,2
1779,Шубин Тимофей Глебович,28,М,Аспирантура,Факультет математики,2
1780,Быкова Нина Родионовна,20,Ж,Магистратура,Факультет математики,2
1781,Архипов Петр Дмитриевич,20,М,Аспирантура,Факультет урбанистики,3
1782,Кузнецова Анфиса Варламовна,22,Ж,Аспирантура,Факультет гуманитарных наук,2
1783,Михайлов Антон Владимирович,20,М,Специалитет,Факультет экономических наук,4
1784,Игнатьев Денис Артёмович,25,М,Аспирантура,Факультет гуманитарных наук,3
1785,Ефремов Николай Артёмович,20,М,Специалитет,Факультет социальных наук,2
1786,Сазонов Артем Владимирович,24,М,Аспирантура,Факультет права,3
1787,Павлова Венера Кирилловна,25,Ж,Специалитет,Факультет социальных наук,1
1788,Шубина Полина Аркадьевна,20,Ж,Бакалавриат,Факультет экономических наук,4
1789,Ершова Ольга Леонтьевна,28,Ж,Специалитет,Факультет математики,5
1790,Сергеев Никита Тимофеевич,18,М,Магистратура,"Факультет коммуникаций, медиа и дизайна",1
1791,Петухова Тамара Евграфовна,30,Ж,Магистратура,Факультет мировой экономики и мировой политики,2
1792,Карпова Диана Трофимовна,22,Ж,Аспирантура,Факультет математики,1
1793,Быков Петр Олегович,18,М,Аспирантура,Факультет экономических наук,3
1794,Сафонова Надежда Данииловна,21,Ж,Магистратура,Факультет гуманитарных наук,1
1795,Ершова Анастасия Александровна,30,Ж,Аспирантура,Факультет социальных наук,3
1796,Капустина Эльвира Григорьевна,19,Ж,Аспирантура,Факультет экономических наук,1
1797,Капустина Таисия Михайловна,27,Ж,Бакалавриат,Факультет бизнеса и менеджмента,4
1798,Быкова Лилия Адамовна,22,Ж,Бакалавриат,Факультет гуманитарных наук,1
1799,Шубин Константин Юлианович,30,М,Специалитет,Факультет урбанистики,5
1800,Лазарев Аркадий Дмитриевич,19,М,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",4
1801,Кириллова София Павловна,18,Ж,Магистратура,Факультет социальных наук,2
1802,Сазонова Светлана Арсеньевна,29,Ж,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",3
1803,Осипова Надежда Эдуардовна,29,Ж,Магистратура,Факультет урбанистики,2
1804,Дроздов Николай Тимурович,23,М,Аспирантура,Факультет социальных наук,3
1805,Прохоров Елисей Григорьевич,28,М,Магистратура,Факультет социальных наук,2
1806,Ефремов Ефим Тихонович,27,М,Специалитет,Факультет математики,5
1807,Акимова Дарина Арсеньевна,25,Ж,Специалитет,Факультет математики,2
1808,Соловьёв Егорий Евграфович,18,М,Специалитет,"Факультет коммуникаций, медиа и дизайна",3
1809,Александров Силантий Еремеевич,24,М,Аспирантура,Факультет социальных наук,1
1810,Соловьёв Ефим Валерьевич,18,М,Бакалавриат,Факультет гуманитарных наук,2
1811,Федосеев Юлиан Сергеевич,23,М,Аспирантура,Факультет математики,1
1812,Назаров Евсей Александрович,22,М,Аспирантура,Факультет бизнеса и менеджмента,1
1813,Орлова Наталья Никитична,20,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,4
1814,Капустина Диана Виталиевна,23,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,3
1815,Орлова Зоя Леонидовна,21,Ж,Аспирантура,Факультет математики,3
1816,Панкратова Снежана Георгиевна,21,Ж,Специалитет,Факультет социальных наук,3
1817,Дмитриев Филипп Кириллович,29,М,Бакалавриат,Факультет социальных наук,4
1818,Мартынов Аким Родионович,25,М,Специалитет,Факультет бизнеса и менеджмента,3
1819,Виноградов Адам Анатольевич,25,М,Специалитет,Факультет социальных наук,2
1820,Морозов Константин Петрович,21,М,Магистратура,Факультет мировой экономики и мировой политики,2
1821,Шубина Илона Александровна,19,Ж,Специалитет,Факультет компьютерных наук,5
1822,Чернов Игнат Петрович,23,М,Аспирантура,Факультет экономических наук,3
1823,Чернов Георгий Александрович,29,М,Аспирантура,Факультет математики,3
1824,Мухин Артем Евграфович,22,М,Бакалавриат,Факультет мировой экономики и мировой политики,1
1825,Ефремова Дарина Александровна,26,Ж,Бакалавриат,Факультет экономических наук,1
1826,Беликов Аким Валентинович,28,М,Бакалавриат,Факультет права,2
1827,Панкратов Захар Юлианович,22,М,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",3
1828,Назарова Марианна Федоровна,27,Ж,Аспирантура,Факультет социальных наук,2
1829,Калашников Артем Артемович,27,М,Аспирантура,Факультет права,2
1830,Панкратова Рита Вениаминовна,20,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,1
1831,Чернышева Кристина Олеговна,18,Ж,Специалитет,Факультет бизнеса и менеджмента,5
1832,Соколов Кирилл Тихонович,28,М,Специалитет,Факультет экономических наук,3
1833,Князев Эдуард Станиславович,25,М,Специалитет,"Факультет коммуникаций, медиа и дизайна",3
1834,Прохоров Агей Тарасович,22,М,Бакалавриат,Факультет урбанистики,2
1835,Волков Анатолий Вениаминович,19,М,Аспирантура,Факультет права,3
1836,Кузнецов Эдуард Родионович,19,М,Специалитет,Факультет гуманитарных наук,4
1837,Киселева Юлия Игнатьевна,27,Ж,Бакалавриат,Факультет компьютерных наук,1
1838,Ушаков Арсений Борисович,22,М,Аспирантура,Факультет права,1
1839,Титова Лариса Павловна,23,Ж,Бакалавриат,Факультет бизнеса и менеджмента,2
1840,Котов Агей Арсеньевич,25,М,Аспирантура,Факультет компьютерных наук,1
1841,Шестаков Дмитрий Аркадьевич,21,М,Бакалавриат,Факультет права,2
1842,Герасимова Лариса Никитична,25,Ж,Бакалавриат,Факультет математики,3
1843,Назарова Валерия Евграфовна,23,Ж,Бакалавриат,Факультет компьютерных наук,1
1844,Шилов Феликс Дмитриевич,22,М,Аспирантура,"Факультет коммуникаций, медиа и дизайна",2
1845,Шестакова Таисия Борисовна,25,Ж,Аспирантура,Факультет математики,3
1846,Шестакова Кристина Дмитриевна,27,Ж,Специалитет,Факультет компьютерных наук,2
1847,Сергеев Григорий Виталиевич,21,М,Аспирантура,Факультет права,1
1848,Игнатьева Карина Виталиевна,22,Ж,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",3
1849,Котова Дарина Ратмировна,24,Ж,Аспирантура,Факультет урбанистики,1
1850,Орлов Арсений Ярославович,29,М,Магистратура,Факультет социальных наук,2
1851,Михайлова Арья Виталиевна,20,Ж,Специалитет,Факультет мировой экономики и мировой политики,4
1852,Семенов Кирилл Федорович,27,М,Бакалавриат,Факультет гуманитарных наук,4
1853,Федосеева Алина Романовна,24,Ж,Аспирантура,Факультет компьютерных наук,1
1854,Полякова Ярослава Борисовна,21,Ж,Аспирантура,Факультет гуманитарных наук,1
1855,Беляев Вениамин Ярославович,29,М,Специалитет,Факультет математики,5
1856,Смирнова Арья Петровна,25,Ж,Аспирантура,Факультет урбанистики,3
1857,Ершов Артур Тарасович,19,М,Специалитет,"Факультет коммуникаций, медиа и дизайна",2
1858,Макарова Тамара Кондратьевна,18,Ж,Аспирантура,"Факультет коммуникаций, медиа и дизайна",1
1859,Захаров Руслан Игнатьевич,19,М,Магистратура,"Факультет коммуникаций, медиа и дизайна",2
1860,Петрова Марианна Артемовна,27,Ж,Специалитет,Факультет урбанистики,4
1861,Ковалева Марта Романовна,28,Ж,Аспирантура,Факультет права,3
1862,Григорьев Валерий Денисович,19,М,Бакалавриат,Факультет мировой экономики и мировой политики,1
1863,Тарасов Савва Кондратьевич,26,М,Аспирантура,Факультет гуманитарных наук,1
1864,Панкратов Юрий Викторович,24,М,Магистратура,Факультет права,2
1865,Котов Даниил Евгеньевич,20,М,Бакалавриат,Факультет мировой экономики и мировой политики,2
1866,Виноградова Василиса Станиславовна,24,Ж,Аспирантура,Факультет урбанистики,3
1867,Беляева Эвелина Кирилловна,24,Ж,Специалитет,Факультет урбанистики,3
1868,Князева Элеонора Саввична,20,Ж,Аспирантура,Факультет компьютерных наук,1
1869,Головина Олеся Тихоновна,18,Ж,Аспирантура,Факультет математики,3
1870,Новиков Алексей Федотович,20,М,Аспирантура,Факультет компьютерных наук,3
1871,Голубев Алексей Семёнович,28,М,Аспирантура,Факультет компьютерных наук,3
1872,Горшков Максим Савельевич,25,М,Бакалавриат,Факультет бизнеса и менеджмента,4
1873,Мартынова Любовь Вячеславовна,27,Ж,Специалитет,"Факультет коммуникаций, медиа и дизайна",2
1874,Быков Юрий Еремеевич,26,М,Аспирантура,Факультет мировой экономики и мировой политики,3
1875,Трофимов Юлиан Артёмович,22,М,Магистратура,"Факультет коммуникаций, медиа и дизайна",2
1876,Титов Андрей Филиппович,29,М,Специалитет,"Факультет коммуникаций, медиа и дизайна",2
1877,Богданов Кирилл Адамович,26,М,Специалитет,Факультет урбанистики,5
1878,Чернов Юлиан Евгеньевич,20,М,Специалитет,Факультет мировой экономики и мировой политики,4
1879,Григорьева Анна Трофимовна,20,Ж,Аспирантура,Факультет урбанистики,3
1880,Игнатьев Григорий Леонидович,18,М,Аспирантура,Факультет социальных наук,2
1881,Лебедев Григорий Ярославович,18,М,Бакалавриат,Факультет урбанистики,3
1882,Овчинникова Пелагея Николаевна,29,Ж,Бакалавриат,Факультет урбанистики,1
1883,Киселева Виктория Дмитриевна,22,Ж,Специалитет,Факультет урбанистики,4
1884,Богданова Надежда Юрьевна,22,Ж,Магистратура,Факультет компьютерных наук,1
1885,Миронов Эраст Никитич,20,М,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",2
1886,Быков Антон Иванович,29,М,Аспирантура,Факультет компьютерных наук,2
1887,Павлова Эмилия Николаевна,30,Ж,Аспирантура,Факультет гуманитарных наук,1
1888,Калашников Дмитрий Матвеевич,21,М,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",1
1889,Беликова Клара Семёновна,27,Ж,Магистратура,Факультет математики,2
1890,Ефремов Август Никитич,25,М,Бакалавриат,Факультет бизнеса и менеджмента,3
1891,Тарасов Анатолий Юлианович,28,М,Аспирантура,Факультет мировой экономики и мировой политики,3
1892,Васильева Милана Олеговна,25,Ж,Аспирантура,Факультет права,2
1893,Сазонова Ярослава Станиславовна,21,Ж,Специалитет,Факультет мировой экономики и мировой политики,1
1894,Сафонов Викентий Тимофеевич,20,М,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",1
1895,Федотов Роман Арсеньевич,18,М,Специалитет,"Факультет коммуникаций, медиа и дизайна",2
1896,Маслов Глеб Тимурович,26,М,Специалитет,Факультет гуманитарных наук,4
1897,Сидорова Виктория Родионовна,26,Ж,Бакалавриат,Факультет математики,3
1898,Зуев Клим Георгиевич,18,М,Специалитет,Факультет бизнеса и менеджмента,4
1899,Дмитриев Владимир Савельевич,27,М,Специалитет,Факультет урбанистики,5
1900,Маслов Николай Кондратьевич,24,М,Магистратура,Факультет бизнеса и менеджмента,2
1901,Сафонов Михаил Геннадьевич,22,М,Магистратура,Факультет мировой экономики и мировой политики,1
1902,Морозов Антон Андреевич,21,М,Специалитет,Факультет экономических наук,5
1903,Осипов Модест Олегович,20,М,Аспирантура,"Факультет коммуникаций, медиа и дизайна",2
1904,Захарова Инна Тимофеевна,20,Ж,Специалитет,Факультет компьютерных наук,1
1905,Трофимова Элеонора Станиславовна,21,Ж,Специалитет,Факультет математики,2
1906,Беликов Тимофей Геннадьевич,22,М,Аспирантура,Факультет бизнеса и менеджмента,1
1907,Ушакова Жанна Еремеевна,30,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,1
1908,Виноградова Надежда Николаевна,19,Ж,Аспирантура,Факультет компьютерных наук,2
1909,Гаврилова Арья Тимофеевна,29,Ж,Аспирантура,Факультет мировой экономики и мировой политики,2
1910,Федосеев Аркадий Юлианович,30,М,Бакалавриат,Факультет компьютерных наук,2
1911,Романов Виктор Аркадьевич,25,М,Магистратура,Факультет социальных наук,1
1912,Фролов Кондрат Николаевич,24,М,Магистратура,Факультет экономических наук,2
1913,Павлова Ангелина Андреевна,25,Ж,Магистратура,Факультет социальных наук,2
1914,Белякова Регина Евграфовна,27,Ж,Аспирантура,"Факультет коммуникаций, медиа и дизайна",3
1915,Николаев Тимофей Георгиевич,26,М,Бакалавриат,Факультет урбанистики,1
1916,Чернов Федот Антонович,19,М,Магистратура,Факультет экономических наук,1
1917,Ковалёв Феликс Евграфович,18,М,Магистратура,Факультет математики,1
1918,Титова Валерия Романовна,29,Ж,Аспирантура,Факультет урбанистики,2
1919,Дьяков Матвей Эдуардович,20,М,Аспирантура,Факультет гуманитарных наук,1
1920,Горшков Илья Семёнович,26,М,Специалитет,Факультет экономических наук,1
1921,Шаров Виталий Михайлович,26,М,Магистратура,Факультет урбанистики,1
1922,Тимофеева Клара Леонтьевна,27,Ж,Магистратура,Факультет экономических наук,1
1923,Чернова Дарья Анатольевна,19,Ж,Аспирантура,Факультет экономических наук,3
1924,Морозов Еремей Тарасович,24,М,Магистратура,Факультет мировой экономики и мировой политики,2
1925,Михайлова Алиса Филипповна,20,Ж,Бакалавриат,Факультет бизнеса и менеджмента,3
1926,Волкова Татьяна Дмитриевна,24,Ж,Специалитет,Факультет урбанистики,4
1927,Петров Макар Антонович,25,М,Бакалавриат,Факультет компьютерных наук,1
1928,Шаров Эраст Ратмирович,20,М,Магистратура,Факультет бизнеса и менеджмента,1
1929,Акимова Снежана Игнатьевна,26,Ж,Бакалавриат,Факультет бизнеса и менеджмента,2
1930,Васильева Мирослава Викторовна,28,Ж,Специалитет,Факультет урбанистики,4
1931,Гаврилов Давид Денисович,19,М,Магистратура,Факультет математики,1
1932,Дмитриева Татьяна Родионовна,18,Ж,Бакалавриат,Факультет бизнеса и менеджмента,1
1933,Беляков Ефим Евсеевич,23,М,Аспирантура,Факультет экономических наук,2
1934,Архипова Мария Игнатьевна,23,Ж,Аспирантура,Факультет математики,2
1935,Чернов Иван Тарасович,25,М,Бакалавриат,Факультет мировой экономики и мировой политики,3
1936,Архипова Венера Валерьевна,23,Ж,Аспирантура,Факультет урбанистики,3
1937,Воронова Александра Антоновна,23,Ж,Специалитет,Факультет гуманитарных наук,4
1938,Беляков Модест Павлович,26,М,Магистратура,"Факультет коммуникаций, медиа и дизайна",1
1939,Шестаков Август Тимурович,29,М,Магистратура,Факультет математики,2
1940,Захаров Юлиан Федорович,30,М,Магистратура,Факультет урбанистики,1
1941,Орлов Тихон Игнатьевич,19,М,Специалитет,Факультет права,1
1942,Ефремов Прохор Дмитриевич,24,М,Аспирантура,Факультет компьютерных наук,3
1943,Герасимов Николай Андреевич,29,М,Специалитет,Факультет права,2
1944,Горшков Клим Леонидович,29,М,Аспирантура,Факультет права,3
1945,Петров Альберт Аркадьевич,20,М,Магистратура,Факультет бизнеса и менеджмента,1
1946,Капустин Агей Игнатьевич,25,М,Специалитет,Факультет математики,5
1947,Гаврилов Родион Александрович,26,М,Специалитет,Факультет гуманитарных наук,4
1948,Панкратова Влада Дмитриевна,18,Ж,Аспирантура,Факультет гуманитарных наук,2
1949,Карпова Анна Филипповна,18,Ж,Аспирантура,Факультет математики,3
1950,Карпов Борис Александрович,22,М,Магистратура,"Факультет коммуникаций, медиа и дизайна",1
1951,Захарова Вера Ивановна,29,Ж,Магистратура,Факультет права,2
1952,Ушакова Таисия Прохоровна,29,Ж,Специалитет,Факультет компьютерных наук,2
1953,Полякова Стефания Арсеньевна,26,Ж,Специалитет,Факультет мировой экономики и мировой политики,2
1954,Фролов Егорий Адамович,30,М,Бакалавриат,Факультет мировой экономики и мировой политики,1
1955,Зуева Лариса Кондратьевна,29,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,3
1956,Новикова Валерия Романовна,21,Ж,Бакалавриат,Факультет социальных наук,1
1957,Голубева Серафима Ярославовна,18,Ж,Аспирантура,Факультет экономических наук,1
1958,Миронова Анастасия Федотовна,28,Ж,Магистратура,Факультет социальных наук,1
1959,Виноградова Лия Евгеньевна,20,Ж,Бакалавриат,Факультет урбанистики,4
1960,Виноградов Виктор Семёнович,29,М,Аспирантура,Факультет мировой экономики и мировой политики,1
1961,Ковалева Ольга Валентиновна,18,Ж,Специалитет,Факультет права,1
1962,Трофимов Виталий Леонидович,22,М,Бакалавриат,Факультет урбанистики,4
1963,Гаврилов Григорий Даниилович,30,М,Аспирантура,Факультет урбанистики,3
1964,Жуков Варлам Глебович,22,М,Аспирантура,Факультет компьютерных наук,2
1965,Ушакова Маргарита Глебовна,20,Ж,Бакалавриат,Факультет мировой экономики и мировой политики,3
1966,Мухин Макар Дмитриевич,25,М,Специалитет,Факультет социальных наук,5
1967,Соловьева Мария Константиновна,24,Ж,Магистратура,Факультет гуманитарных наук,1
1968,Сафонов Савва Антонович,19,М,Магистратура,Факультет экономических наук,2
1969,Чернов Николай Дмитриевич,20,М,Бакалавриат,Факультет права,4
1970,Быков Григорий Арсеньевич,20,М,Специалитет,Факультет мировой экономики и мировой политики,1
1971,Сергеев Геннадий Аркадьевич,23,М,Бакалавриат,Факультет права,4
1972,Смирнов Руслан Анатольевич,21,М,Бакалавриат,Факультет мировой экономики и мировой политики,2
1973,Белякова Карина Филипповна,25,Ж,Специалитет,Факультет урбанистики,5
1974,Крылова Валентина Виталиевна,30,Ж,Специалитет,Факультет компьютерных наук,3
1975,Жуков Савелий Леонтьевич,28,М,Бакалавриат,Факультет гуманитарных наук,4
1976,Котов Егорий Платонович,26,М,Специалитет,"Факультет коммуникаций, медиа и дизайна",2
1977,Шилова Лилия Константиновна,18,Ж,Специалитет,Факультет бизнеса и менеджмента,5
1978,Зуева Зоя Саввична,22,Ж,Магистратура,Факультет мировой экономики и мировой политики,1
1979,Борисова Стефания Матвеевна,21,Ж,Магистратура,Факультет математики,2
1980,Карпова Клара Аркадьевна,23,Ж,Бакалавриат,Факультет урбанистики,1
1981,Трофимов Леонид Геннадьевич,27,М,Специалитет,Факультет экономических наук,4
1982,Титова Елизавета Евгеньевна,20,Ж,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",2
1983,Тарасова Нелли Петровна,26,Ж,Бакалавриат,"Факультет коммуникаций, медиа и дизайна",1
1984,Котова Карина Алексеевна,19,Ж,Бакалавриат,Факультет гуманитарных наук,1
1985,Белякова Сара Евграфовна,21,Ж,Аспирантура,Факультет мировой экономики и мировой политики,2
1986,Киселева Элеонора Александровна,20,Ж,Бакалавриат,Факультет урбанистики,2
1987,Мухина Галина Тимофеевна,20,Ж,Специалитет,Факультет компьютерных наук,2
1988,Петров Макар Никитич,22,М,Специалитет,Факультет бизнеса и менеджмента,1
1989,Волкова Пелагея Валерьевна,18,Ж,Специалитет,"Факультет коммуникаций, медиа и дизайна",2
1990,Крылов Феликс Петрович,18,М,Специалитет,Факультет социальных наук,2
1991,Герасимова Лариса Дмитриевна,22,Ж,Магистратура,Факультет экономических наук,1
1992,Павлова Василиса Глебовна,25,Ж,Аспирантура,Факультет гуманитарных наук,1
1993,Сидоров Клим Арсеньевич,28,М,Магистратура,Факультет бизнеса и менеджмента,2
1994,Ковалева Лилия Прохоровна,23,Ж,Аспирантура,Факультет социальных наук,1
1995,Архипов Денис Валерьевич,23,М,Специалитет,Факультет математики,5
